iter	Logloss
151	0.6475673327
152	0.6474949886
153	0.6474237055
154	0.647371227
155	0.6473256602
156	0.6472377098
157	0.647153762
158	0.647090544
159	0.6470254846
160	0.6469578697
161	0.6468906779
162	0.6468118295
163	0.6467402673
164	0.6466812529
165	0.6466142679
166	0.6465672138
167	0.6465331412
168	0.646484118
169	0.6464398536
170	0.6463952245
171	0.646343241
172	0.6462944963
173	0.6462463093
174	0.6462104841
175	0.6461406891
176	0.646080819
177	0.6460482409
178	0.6460047807
179	0.6459612133
180	0.645911519
181	0.6458781268
182	0.6458260905
183	0.6457737681
184	0.6457259942
185	0.6456878372
186	0.6456417901
187	0.6456072188
188	0.6455821485
189	0.64554403
190	0.6455115092
191	0.6454829502
192	0.6454427767
193	0.6454075742
194	0.6453729881
195	0.6453469155
196	0.645301278
197	0.6452721843
198	0.645221101
199	0.6451907619
200	0.6451438102
201	0.6451191261
202	0.6450945699
203	0.6450593066
204	0.6450306283
205	0.6449841685
206	0.6449481997
207	0.6449062959
208	0.6448595443
209	0.644830424
210	0.6448052286
211	0.6447759021
212	0.6447450512
213	0.6447134888
214	0.6446809367
215	0.6446542664
216	0.6445981612
217	0.6445711563
218	0.6445458236
219	0.6445150509
220	0.6444781491
221	0.6444501037
222	0.6444286293
223	0.6443933532
224	0.6443522172
225	0.644324762
226	0.6442908103
227	0.6442685745
228	0.644244508
229	0.6442105043
230	0.6441744831
231	0.6441545231
232	0.6441314162
233	0.6440917021
234	0.6440661246
235	0.6440353685
236	0.6440013537
237	0.6439685323
238	0.6439474616
239	0.6439141831
240	0.6438967711
241	0.6438761947
242	0.643853408
243	0.6438176486
244	0.6437991264
245	0.6437681621
246	0.6437489809
247	0.6437243664
248	0.6436856314
249	0.6436622256
250	0.6436278152
251	0.6436056115
252	0.6435731531
253	0.6435535329
254	0.6435400373
255	0.6435260662
256	0.6434943258
257	0.6434729244
258	0.6434431067
259	0.6434228321
260	0.6434052249
261	0.6433897528
262	0.6433601409
263	0.6433314356
264	0.6433088086
265	0.6432891881
266	0.6432599763
267	0.643233137
268	0.6431946117
269	0.6431763596
270	0.6431466683
271	0.6431252427
272	0.6430961739
273	0.643074958
274	0.6430522603
275	0.643021996
276	0.6429856719
277	0.6429565166
278	0.6429324063
279	0.6429119956
280	0.6428923672
281	0.6428783288
282	0.6428549463
283	0.6428355285
284	0.6428238392
285	0.6428008434
286	0.6427840983
287	0.642759615
288	0.6427416136
289	0.6427270281
290	0.6427105511
291	0.6426839716
292	0.6426674554
293	0.6426233541
294	0.6426016311
295	0.6425883448
296	0.6425663113
297	0.642544758
298	0.6425250575
299	0.6424980713
300	0.6424866575
301	0.6424549328
302	0.6424388429
303	0.642424449
304	0.6424053526
305	0.6423849353
306	0.6423671629
307	0.6423593005
308	0.6423376481
309	0.6423057644
310	0.6422798725
311	0.6422530967
312	0.6422357086
313	0.642210318
314	0.6421873101
315	0.6421669401
316	0.6421476168
317	0.6421299014
318	0.6421094029
319	0.642093265
320	0.6420730588
321	0.642053452
322	0.6420381867
323	0.642015162
324	0.641999917
325	0.641976081
326	0.6419690588
327	0.641960137
328	0.6419514822
329	0.6419264529
330	0.6419125044
331	0.6418929917
332	0.6418806434
333	0.6418670733
334	0.6418465951
335	0.6418264023
336	0.641802616
337	0.6417878897
338	0.6417722817
339	0.6417550351
340	0.6417369535
341	0.6417136798
342	0.6416996471
343	0.6416816893
344	0.6416605145
345	0.6416470031
346	0.6416253199
347	0.641594238
348	0.6415672242
349	0.6415441128
350	0.6415163732
351	0.6415062613
352	0.641489991
353	0.6414627527
354	0.6414511346
355	0.6414400502
356	0.6414080659
357	0.6413899752
358	0.6413739451
359	0.6413577624
360	0.6413389503
361	0.6413179574
362	0.64130558
363	0.6412906633
364	0.6412722233
365	0.6412559691
366	0.6412433214
367	0.6412258691
368	0.6412073856
369	0.6411952484
370	0.641181437
371	0.6411734678
372	0.6411576993
373	0.6411285763
374	0.6411049141
375	0.6410910332
376	0.6410792026
377	0.6410647089
378	0.6410584944
379	0.6410365298
380	0.6410170747
381	0.641003981
382	0.6409953413
383	0.6409746622
384	0.6409619097
385	0.640943359
386	0.6409239193
387	0.6409087002
388	0.6408899328
389	0.6408697732
390	0.6408467118
391	0.6408333129
392	0.6408132901
393	0.64079226
394	0.6407729421
395	0.6407527483
396	0.6407336521
397	0.6407074559
398	0.6406922124
399	0.6406721482
400	0.6406602626
401	0.6406474085
402	0.6406331002
403	0.6406182606
404	0.6405876335
405	0.6405584401
406	0.6405353139
407	0.6405192051
408	0.6404968151
409	0.6404763358
410	0.6404551227
411	0.6404385325
412	0.6404202264
413	0.6404045619
414	0.6403884268
415	0.6403771839
416	0.6403637174
417	0.6403453604
418	0.6403277558
419	0.6403078115
420	0.6402885943
421	0.6402632579
422	0.6402416981
423	0.6402211976
424	0.6402064013
425	0.6401894212
426	0.6401665443
427	0.64015169
428	0.6401317752
429	0.6401173212
430	0.6400979494
431	0.6400782923
432	0.6400600223
433	0.6400478387
434	0.640025174
435	0.6400033725
436	0.6399817777
437	0.6399693538
438	0.6399539198
439	0.6399425659
440	0.6399154892
441	0.6398972729
442	0.6398808874
443	0.6398529542
444	0.6398346308
445	0.6398244839
446	0.6398102254
447	0.639797176
448	0.6397821945
449	0.6397482793
450	0.6397338251
451	0.6397209946
452	0.6397032722
453	0.6396847027
454	0.63967317
455	0.6396567591
456	0.6396374619
457	0.6396165029
458	0.639599403
459	0.6395826922
460	0.639562901
461	0.6395448205
462	0.6395264523
463	0.6395016781
464	0.6394812882
465	0.6394688722
466	0.639448259
467	0.6394350049
468	0.6394200087
469	0.6393933414
470	0.6393735219
471	0.6393582781
472	0.6393431916
473	0.6393303534
474	0.6393020679
475	0.6392815844
476	0.639248372
477	0.6392369642
478	0.6392155486
479	0.6391981724
480	0.6391748109
481	0.6391535358
482	0.6391251774
483	0.6390983311
484	0.639076939
485	0.6390620425
486	0.6390302501
487	0.6390043188
488	0.6389774856
489	0.6389634711
490	0.6389466013
491	0.6389269241
492	0.6389075469
493	0.6388853865
494	0.6388669473
495	0.638851416
496	0.6388345263
497	0.638810036
498	0.6387928354
499	0.6387769071
500	0.638753262
501	0.6387273971
502	0.6387111293
503	0.6386857366
504	0.6386697705
505	0.6386423517
506	0.6386316802
507	0.6386113688
508	0.6385826278
509	0.6385590144
510	0.6385416303
511	0.6385210517
512	0.6384965645
513	0.6384708793
514	0.6384563525
515	0.638428188
516	0.6384015628
517	0.6383755982
518	0.6383533687
519	0.6383429864
520	0.6383206886
521	0.6383068476
522	0.6382900653
523	0.6382630193
524	0.6382338562
525	0.6382148718
526	0.6381932515
527	0.6381706061
528	0.6381464927
529	0.6381203806
530	0.6380931916
531	0.6380679596
532	0.6380431365
533	0.6380157362
534	0.6380031565
535	0.6379794461
536	0.6379633966
537	0.6379407006
538	0.6379249196
539	0.6379013427
540	0.6378709623
541	0.6378587989
542	0.6378426374
543	0.6378251124
544	0.6378117788
545	0.6377914313
546	0.6377706481
547	0.6377449391
548	0.63772437
549	0.6377081805
550	0.6376837453
551	0.6376680121
552	0.6376299636
553	0.6376180904
554	0.6375949123
555	0.6375686414
556	0.6375553312
557	0.6375373651
558	0.6375089206
559	0.6374964745
560	0.6374753757
561	0.6374613589
562	0.6374417371
563	0.6374173239
564	0.6374044399
565	0.6373937043
566	0.6373799242
567	0.6373647426
568	0.6373503387
569	0.637338134
570	0.6373256724
571	0.6373073203
572	0.6372865601
573	0.6372690664
574	0.6372502235
575	0.6372345017
576	0.6372161818
577	0.6372010447
578	0.6371856866
579	0.6371737041
580	0.6371523733
581	0.6371279917
582	0.6371108655
583	0.6370884689
584	0.6370777474
585	0.6370651962
586	0.6370477064
587	0.6370215311
588	0.6369990394
589	0.6369800959
590	0.6369640379
591	0.6369396022
592	0.6369258269
593	0.6369074221
594	0.6368996017
595	0.6368823451
596	0.6368687541
597	0.6368560367
598	0.6368367408
599	0.6368204691
600	0.6367986004
601	0.6367815627
602	0.6367672569
603	0.6367536121
604	0.6367322647
605	0.6367197965
606	0.6367064183
607	0.636682306
608	0.6366658661
609	0.6366514782
610	0.6366365518
611	0.6366232541
612	0.6366012646
613	0.6365850869
614	0.6365732606
615	0.636550821
616	0.6365318116
617	0.6365138209
618	0.6365006207
619	0.6364783398
620	0.6364539553
621	0.6364358051
622	0.6364217902
623	0.6363991047
624	0.6363798355
625	0.6363540847
626	0.6363325892
627	0.636313914
628	0.6362976026
629	0.6362850505
630	0.6362593133
631	0.6362350443
632	0.6362183313
633	0.6361923799
634	0.636177578
635	0.6361542539
636	0.6361386094
637	0.6361199463
638	0.6361027656
639	0.6360796561
640	0.636065695
641	0.6360479034
642	0.6360366661
643	0.636022749
644	0.6360022077
645	0.6359736142
646	0.6359566914
647	0.6359343992
648	0.6359164836
649	0.6359049672
650	0.6358938816
651	0.63588011
652	0.6358649906
653	0.635844731
654	0.6358240178
655	0.6358088868
656	0.6357962403
657	0.6357818443
658	0.635756886
659	0.6357332754
660	0.6357158731
661	0.6357002466
662	0.6356783048
663	0.6356513287
664	0.635633159
665	0.6356018249
666	0.6355882811
667	0.6355809985
668	0.6355582055
669	0.6355404141
670	0.6355298699
671	0.6355101013
672	0.6354903527
673	0.6354747786
674	0.6354607448
675	0.6354430746
676	0.6354280072
677	0.6354121933
678	0.6353962611
679	0.6353848169
680	0.6353614868
681	0.6353447461
682	0.6353251156
683	0.6353112583
684	0.6352846572
685	0.6352716181
686	0.6352554274
687	0.6352419945
688	0.6352277967
689	0.6352117939
690	0.6351903786
691	0.6351640572
692	0.6351429673
693	0.6351236174
694	0.6351061327
695	0.635088847
696	0.6350592441
697	0.6350412674
698	0.6350151756
699	0.6349965513
700	0.6349851467
701	0.6349616168
702	0.6349424534
703	0.6349282748
704	0.6349133015
705	0.6348927186
706	0.6348784114
707	0.6348575753
708	0.6348412588
709	0.6348205924
710	0.6348135284
711	0.6347901606
712	0.6347696132
713	0.6347467079
714	0.6347275008
715	0.6347146933
716	0.6346993906
717	0.6346865345
718	0.6346794072
719	0.6346637631
720	0.6346393685
721	0.6346208992
722	0.6346045993
723	0.6345923838
724	0.6345786315
725	0.6345600354
726	0.6345428179
727	0.6345267819
728	0.6345095401
729	0.6344928942
730	0.6344758811
731	0.6344635255
732	0.6344479664
733	0.6344304968
734	0.6344172358
735	0.6343990442
736	0.6343781737
737	0.6343559272
738	0.6343387412
739	0.6343119014
740	0.634289149
741	0.6342702459
742	0.6342524802
743	0.634234668
744	0.6342251601
745	0.6342038099
746	0.6341812383
747	0.6341680075
748	0.6341541457
749	0.6341348772
750	0.6341118761
751	0.6341019098
752	0.6340928588
753	0.634083668
754	0.6340646996
755	0.6340456996
756	0.6340327538
757	0.634013017
758	0.6340010097
759	0.6339848785
760	0.6339719134
761	0.6339601574
762	0.6339436484
763	0.6339212765
764	0.6339103792
765	0.6338927084
766	0.6338723743
767	0.6338553037
768	0.6338338038
769	0.6338095036
770	0.63379542
771	0.6337878153
772	0.6337667252
773	0.6337533978
774	0.6337441415
775	0.6337340394
776	0.6337224874
777	0.6337103262
778	0.6336965323
779	0.6336802365
780	0.6336631469
781	0.6336534101
782	0.6336335846
783	0.6336193915
784	0.6336090365
785	0.6335974886
786	0.6335828263
787	0.6335734622
788	0.6335603878
789	0.6335467623
790	0.6335380389
791	0.6335267492
792	0.6335099905
793	0.633490354
794	0.6334812281
795	0.6334588758
796	0.6334389893
797	0.633421884
798	0.6334122021
799	0.6334000697
800	0.6333766303
801	0.6333658262
802	0.6333537541
803	0.6333358465
804	0.6333240048
805	0.6333050403
806	0.6332854687
807	0.6332734001
808	0.6332605776
809	0.6332371467
810	0.6332283463
811	0.6332194853
812	0.6331972043
813	0.6331818514
814	0.6331688094
815	0.6331493324
816	0.6331327452
817	0.633125915
818	0.6331071289
819	0.6330966064
820	0.6330857001
821	0.6330762232
822	0.6330603928
823	0.6330475328
824	0.6330300901
825	0.6330214275
826	0.6330037927
827	0.6329909245
828	0.6329820498
829	0.632971015
830	0.6329546567
831	0.6329405664
832	0.6329298763
833	0.6329075736
834	0.6328928831
835	0.6328797736
836	0.6328626701
837	0.6328483892
838	0.6328271579
839	0.6328142791
840	0.6328001251
841	0.632782993
842	0.6327669047
843	0.6327529049
844	0.6327441978
845	0.6327287483
846	0.6327124527
847	0.6326879982
848	0.6326739352
849	0.6326646122
850	0.6326557221
851	0.6326439344
852	0.632627164
853	0.6326190629
854	0.6326020581
855	0.6325790952
856	0.6325620762
857	0.6325489764
858	0.6325383738
859	0.6325267979
860	0.6325169303
861	0.6325000771
862	0.6324772785
863	0.6324669764
864	0.6324524944
865	0.6324405333
866	0.6324296638
867	0.6324113519
868	0.6323996581
869	0.6323819594
870	0.6323678636
871	0.6323551219
872	0.6323363681
873	0.6323248158
874	0.6323073124
875	0.6322924239
876	0.6322767245
877	0.6322608447
878	0.63224848
879	0.6322281706
880	0.6322052391
881	0.6321958815
882	0.6321829903
883	0.6321604116
884	0.6321381085
885	0.6321282232
886	0.632109823
887	0.6320801598
888	0.632065461
889	0.6320512368
890	0.6320373352
891	0.6320216624
892	0.6320097571
893	0.6319929277
894	0.631980963
895	0.6319673002
896	0.6319524622
897	0.6319320835
898	0.6319198372
899	0.6318983128
900	0.6318887474
901	0.6318735402
902	0.631861966
903	0.6318445728
904	0.6318286723
905	0.6318099515
906	0.6317926982
907	0.6317746583
908	0.6317668747
909	0.63175302
910	0.6317305891
911	0.6317105065
912	0.6316943853
913	0.6316794204
914	0.6316722482
915	0.6316563209
916	0.6316440527
917	0.6316293813
918	0.6316088743
919	0.6315879673
920	0.6315776587
921	0.6315603544
922	0.6315478514
923	0.6315412036
924	0.6315207009
925	0.6315053211
926	0.6314947036
927	0.631482328
928	0.6314662095
929	0.6314568172
930	0.6314382473
931	0.6314206761
932	0.6314042242
933	0.6313870552
934	0.6313708609
935	0.6313514724
936	0.6313404188
937	0.6313319858
938	0.6313240577
939	0.6313071739
940	0.631295829
941	0.6312868507
942	0.6312677523
943	0.6312442162
944	0.6312303954
945	0.6312169015
946	0.6312003211
947	0.6311835125
948	0.6311686198
949	0.6311532254
950	0.6311340897
951	0.6311224173
952	0.6311080457
953	0.6310929803
954	0.6310717564
955	0.6310498591
956	0.6310363914
957	0.6310230305
958	0.6310151492
959	0.6310006204
960	0.630983462
961	0.6309695127
962	0.6309534099
963	0.6309380513
964	0.6309301344
965	0.6309201074
966	0.630905339
967	0.630888725
968	0.630878666
969	0.6308657822
970	0.6308451379
971	0.6308240953
972	0.6308104002
973	0.630800183
974	0.6307848872
975	0.6307687462
976	0.630757184
977	0.6307420041
978	0.6307255115
979	0.6307130013
980	0.6307025969
981	0.6306918062
982	0.6306818005
983	0.6306636279
984	0.6306506029
985	0.6306410799
986	0.6306311677
987	0.630618567
988	0.6306004387
989	0.6305828886
990	0.6305710712
991	0.6305584725
992	0.6305479776
993	0.6305319423
994	0.6305125769
995	0.6304961359
996	0.6304733708
997	0.630457581
998	0.6304404908
999	0.6304314621
